site_name,Cultural Venue Type,latitude,longitude
Dog & Bull,Pubs,51.37285221,-0.101569243
Market Tavern,Pubs,51.37285221,-0.101569243
Art & Craft CR0,Pubs,51.37257074,-0.100848104
Mr Fox,Pubs,51.37257074,-0.100848104
Royal Standard,Pubs,51.36979211,-0.101968713
Bulls Head,Pubs,51.36965024,-0.100983241
Bishop's Wine Bar,Pubs,51.37537687,-0.100315345
Luna,Pubs,51.37351915,-0.100550249
Dice,Pubs,51.37245824,-0.100565395
Alchemy,Pubs,51.37293916,-0.098059795
Windmill,Pubs,51.38152294,-0.093364131
Two Brewers,Pubs,51.38805712,-0.089829876
Bedford Tavern,Pubs,51.38021848,-0.094438617
Olde Clock Tower,Pubs,51.3850204,-0.097745921
Pawson's Arms,Pubs,51.39307687,-0.096017248
Lion Inn,Pubs,51.39179442,-0.099002789
Phoenix,Pubs,51.37866093,-0.101530191
Old Fox & Hounds,Pubs,51.37866054,-0.103728784
Saints & Sinners,Pubs,51.38750633,-0.110779239
Golden Lion,Pubs,51.38670397,-0.116245013
Wandle Arms,Pubs,51.37403099,-0.108288017
Waddon,Pubs,51.36658806,-0.116855179
Hare & Hounds,Pubs,51.37225805,-0.117139819
Frankie & Benny's,Pubs,51.37725783,-0.123300283
Beach Road Cafe Bar,Pubs,51.37812235,-0.124500703
Cricketers Inn,Pubs,51.35860389,-0.030009168
Surprise,Pubs,51.36775447,-0.053450486
Coombe Lodge,Pubs,51.36253201,-0.07152741
Orchard,Pubs,51.37795449,-0.089603771
Oval Tavern,Pubs,51.37811642,-0.088504926
Porter & Sorter,Pubs,51.37598554,-0.091841076
Alma Tavern,Pubs,51.37957376,-0.081934471
Cricketers,Pubs,51.37524246,-0.083782213
Builders Arms,Pubs,51.37934809,-0.086829813
Claret & Ale,Pubs,51.37999175,-0.073438331
Cricketers,Pubs,51.38159585,-0.062750755
Orchard,Pubs,51.38617506,-0.040164969
Crown,Pubs,51.37365452,-0.054579694
Shirley Inn,Pubs,51.37428835,-0.050515203
Forestdale Arms,Pubs,51.35086948,-0.038024514
Randall Tavern,Pubs,51.35470678,-0.020194018
Toby Carvery,Pubs,51.35555484,-0.097443647
Purley Arms,Pubs,51.35125181,-0.098828207
Whelan's,Pubs,51.36275481,-0.096685787
Crown & Sceptre,Pubs,51.3594789,-0.096534189
Croham Arms,Pubs,51.36232192,-0.094951191
Sir Julian Huxley,Pubs,51.34365003,-0.061895681
Golden Ark,Pubs,51.34365003,-0.061895681
Fox,Pubs,51.29595442,-0.108843337
Tudor Rose,Pubs,51.30482428,-0.119081657
Coulsdon Manor Hotel,Pubs,51.3172855,-0.125073768
Pembroke,Pubs,51.32084686,-0.139194198
Smugglers Inn,Pubs,51.31916825,-0.150183259
Plough on the Pond,Pubs,51.39440337,-0.114102892
Railway Telegraph,Pubs,51.39779798,-0.101556967
Welcome Inn,Pubs,51.40684703,-0.10448903
Prince George,Pubs,51.39823583,-0.093632131
Elliotts,Pubs,51.33840381,-0.11569841
Jolly Farmers,Pubs,51.3380259,-0.116245119
Foxley Hatch,Pubs,51.33927119,-0.117629856
Pear Tree,Pubs,51.33955415,-0.115651256
Kenley Hotel,Pubs,51.32565786,-0.100475077
Wattenden Arms,Pubs,51.30752188,-0.102887877
Whistler's Bar,Pubs,51.37306234,-0.091258488
Domali Cafe Bar,Pubs,51.41963653,-0.081407996
Royal Albert,Pubs,51.41963653,-0.081407996
Sparrowhawk,Pubs,51.41963653,-0.081407996
Craft & Courage,Pubs,51.41963653,-0.081407996
Cocktail Embassy,Pubs,51.4195669,-0.079354187
White Hart,Pubs,51.41773873,-0.080840259
Queens Bar,Pubs,51.41538409,-0.083124864
Beulah Spa,Pubs,51.41408639,-0.092871856
Conquering Hero,Pubs,51.4209638,-0.10604809
Postal Order,Pubs,51.41788244,-0.081927286
Albert Tavern,Pubs,51.39720424,-0.066921732
Portland Arms,Pubs,51.39433643,-0.067517044
Gold Coast,Pubs,51.39241708,-0.06673548
Cherry Tree,Pubs,51.39735533,-0.07554094
Joiners Arms,Pubs,51.38684067,-0.070491823
Holmesdale,Pubs,51.38930627,-0.089777834
South Norwood Conservative Club,Pubs,51.40039533,-0.075571426
Jolly Sailor,Pubs,51.39906464,-0.075037869
Shelverdine Goathouse,Pubs,51.39854696,-0.076367857
Albion,Pubs,51.40010399,-0.074260996
Clifton Arms,Pubs,51.39621366,-0.0859824
Craft Beer Cabin,Pubs,51.39775801,-0.077608561
Victory Club,Pubs,51.39735351,-0.080356957
Moon Under Water,Pubs,51.40707655,-0.121532528
Norbury,Pubs,51.40827295,-0.121555373
Plough,Pubs,51.36720601,-0.131871226
Harvest Home,Pubs,51.3720324,-0.13170352
Centrals Bar & Lounge,Pubs,51.37970438,-0.244038398
Brook,Pubs,51.37970438,-0.244038398
Rumours,Pubs,51.37706704,-0.239081236
North End Tavern,Pubs,51.37626725,-0.236726637
H G Wells,Pubs,51.37319262,-0.232606085
Slug & Lettuce,Pubs,51.3606617,-0.192251111
O'Neill's,Pubs,51.3606617,-0.192251111
EBB & Flow Cafe Bar,Pubs,51.36156464,-0.192488484
Shinner & Sudtone,Pubs,51.36156464,-0.192488484
Moon on the Hill,Pubs,51.36170087,-0.193158246
All Bar One,Pubs,51.36170087,-0.193158246
Sutton Arms,Pubs,51.36186311,-0.192017073
Cock & Bull,Pubs,51.36088716,-0.191710762
Old Bank,Pubs,51.36013479,-0.191323839
Crown,Pubs,51.36789348,-0.195270602
Winning Post,Pubs,51.36789348,-0.195270602
Robin Hood,Pubs,51.36384361,-0.196234231
Holiday Inn,Pubs,51.36175421,-0.196617961
Gander,Pubs,51.37105391,-0.209599954
Butterchurn,Pubs,51.36961435,-0.181525697
Little Windsor,Pubs,51.36401747,-0.186530961
Nightingale,Pubs,51.36275632,-0.185230492
Lord Nelson,Pubs,51.36531454,-0.183764646
California,Pubs,51.34384819,-0.197694201
Inn on the Park,Pubs,51.35538312,-0.222217723
Claret Wine Bar,Pubs,51.35889909,-0.216882031
Olde Red Lion,Pubs,51.35952866,-0.216297411
Prince of Wales,Pubs,51.360837,-0.2177692
Harrow Inn,Pubs,51.35753328,-0.215771652
Railway,Pubs,51.35656328,-0.216441294
Nonsuch Inn,Pubs,51.37207204,-0.225695223
Lord Nelson,Pubs,51.38015436,-0.218442083
Plough,Pubs,51.38018529,-0.201627583
Porterhouse Steak Bar,Pubs,51.37303049,-0.168746582
Railway Tavern,Pubs,51.37023417,-0.166473217
Sun,Pubs,51.36752814,-0.164225246
Palmerston,Pubs,51.36855131,-0.162374144
Hope,Pubs,51.36725872,-0.16712361
Racehorse,Pubs,51.36645278,-0.167342544
Woodman Wine Bar,Pubs,51.36512423,-0.161175338
Coach & Horses,Pubs,51.36512423,-0.161175338
Greyhound Hotel,Pubs,51.36488026,-0.164546608
Windsor Castle,Pubs,51.36256932,-0.169163857
Dukes Head Hotel,Pubs,51.36588697,-0.153056896
Star,Pubs,51.36195923,-0.150341999
Wallington Arms,Pubs,51.35982564,-0.150198124
Red Lion,Pubs,51.37835061,-0.157613353
Grange,Pubs,51.37175494,-0.151642634
Rose & Crown,Pubs,51.36844489,-0.155022755
Whispering Moon,Pubs,51.36028679,-0.14921716
Gardeners Arms,Pubs,51.41018587,-0.161697239
White Lion of Mortimer,Pubs,51.40706646,-0.163490292
Kings Arms,Pubs,51.40661892,-0.164198403
Crown Inn,Pubs,51.39797593,-0.172192498
Surrey Arms,Pubs,51.40013778,-0.181091749
Windmill,Pubs,51.40301655,-0.161567795
Park Place,Pubs,51.40030978,-0.160425571
Crown of Mitcham,Pubs,51.39010833,-0.159038238
Ravensbury,Pubs,51.39765261,-0.157858316
Earl Beatty,Pubs,51.3948517,-0.238283881
Blue Junction,Pubs,51.40157516,-0.196705808
Ganley's Irish Bar,Pubs,51.40067805,-0.195677206
Royal Surrey Pub,Pubs,51.40289334,-0.191794356
George Inn (Harvester),Pubs,51.39159476,-0.203825222
Morden Brook,Pubs,51.39085491,-0.220757695
KNK Stadium Sports Bar,Pubs,51.39364508,-0.171847638
Vale,Pubs,51.41270509,-0.142930109
Gorringe Park,Pubs,51.41932123,-0.161604051
Garden Shed,Pubs,51.4202261,-0.186795607
Sultan,Pubs,51.41862654,-0.1857083
Kilkenny Tavern,Pubs,51.4154999,-0.191714057
Nelson Arms,Pubs,51.41582685,-0.186682014
Wibbas Down Inn,Pubs,51.41815929,-0.202079374
Old Frizzle,Pubs,51.41997942,-0.202899717
O'Neill's,Pubs,51.41997942,-0.202899717
Charles Holden,Pubs,51.41752438,-0.179581978
Holiday Inn Express,Pubs,51.41752438,-0.179581978
Royal Standard,Pubs,51.41878026,-0.178223275
Trafalgar,Pubs,51.41351339,-0.188858755
Venus Bar & Brasserie,Pubs,51.41768453,-0.177734688
Kiss Me Hardy,Pubs,51.41621882,-0.178900364
Wimbledon Brewery Tap,Pubs,51.4131523,-0.173701296
Wandle Pirates,Pubs,51.4129937,-0.183170163
Merton Apprentice,Pubs,51.4129937,-0.183170163
Premier Inn London Wimbledon South,Pubs,51.4138067,-0.180506211
Frankie & Benny's,Pubs,51.41353808,-0.17710859
Prince of Wales,Pubs,51.40975934,-0.19267389
Leather Bottle,Pubs,51.4124069,-0.207553945
Prince of Wales,Pubs,51.42032687,-0.206208547
Garratt & Gauge,Pubs,51.42032687,-0.206208547
Hand In Hand,Pubs,51.42129157,-0.228248994
Crooked Billet,Pubs,51.42129157,-0.228248994
Swan,Pubs,51.42066607,-0.220794021
Fox & Grapes,Pubs,51.42658868,-0.230662089
Rose & Crown,Pubs,51.42604028,-0.220570879
Fire Stables,Pubs,51.42633641,-0.216977589
Dog & Fox,Pubs,51.42509634,-0.217629983
Hemingway's,Pubs,51.42551562,-0.218591809
All Bar One,Pubs,51.42267575,-0.208676888
Alexandra,Pubs,51.42188855,-0.207772741
Hand & Racquet,Pubs,51.42188855,-0.207772741
Cavern,Pubs,51.40980323,-0.233884412
Raynes Park Tavern,Pubs,51.40966999,-0.231013613
Mora Meza Bar & Restaurant,Pubs,51.40893953,-0.228496655
Edward Rayne,Pubs,51.40973954,-0.229069667
Alma,Pubs,51.43214172,0.103324302
White Cross,Pubs,51.43025866,0.138800842
Seven Stars,Pubs,51.41858174,0.118709447
Star at Sidcup Place,Pubs,51.42504206,0.102552212
Tailor's Chalk,Pubs,51.4261734,0.103654274
Hopper's Hut,Pubs,51.42448993,0.106755908
Hill Top Tap,Pubs,51.42627173,0.100177606
Horse & Groom,Pubs,51.42720286,0.093876354
Charcoal,Pubs,51.43045906,0.085767513
Bear & Ragged Staff,Pubs,51.45198369,0.176533955
One Bell,Pubs,51.4538178,0.17462046
Duke's Head,Pubs,51.45345546,0.176215354
Crayford Arms,Pubs,51.45230937,0.177398675
Penny Farthing,Pubs,51.45229831,0.17847767
Hackney Carriage,Pubs,51.43524188,0.101956062
Iron Horse,Pubs,51.4348172,0.102569613
Halfway House,Pubs,51.4411169,0.087217459
Olde Black Horse,Pubs,51.43732703,0.098008688
George Staples,Pubs,51.45120194,0.100588221
Jolly Fenman,Pubs,51.45151414,0.092182543
Hangar,Pubs,51.44511651,0.102438608
Broken Drum,Pubs,51.45173034,0.103217644
Wings Sports Bar,Pubs,51.46043906,0.116013208
"Guy, Earl Of Warwick",Pubs,51.46103324,0.115479266
Wrong 'Un,Pubs,51.45782054,0.137412455
Rose & Crown,Pubs,51.46202013,0.112616835
Door Hinge,Pubs,51.46202013,0.112616835
Nags Head,Pubs,51.46202013,0.112616835
Foresters Arms,Pubs,51.47471206,0.109459309
Green Man,Pubs,51.4669008,0.092195481
New Cross Turnpike,Pubs,51.46281559,0.104389821
Plough & Harrow,Pubs,51.46346161,0.100460376
We Anchor In Hope,Pubs,51.46630782,0.085602896
Prince of Wales,Pubs,51.4836051,0.142248649
Eardley Arms,Pubs,51.48400955,0.140784068
Royal Standard,Pubs,51.4819135,0.145741183
Fox,Pubs,51.4811251,0.144595153
Village Inn,Pubs,51.48000423,0.143433565
Victoria,Pubs,51.48218038,0.141965784
Halfway House,Pubs,51.49048373,0.16141344
Morgan,Pubs,51.49698825,0.156390825
Great Harry,Pubs,51.4775217,0.148371921
Kings Head,Pubs,51.44178041,0.150016731
Tanyard Lane,Pubs,51.44178041,0.150016731
Railway Tavern,Pubs,51.44130283,0.149087729
George,Pubs,51.44156318,0.150092864
Three Blackbirds,Pubs,51.44825188,0.122573191
Anchor,Pubs,51.44527735,0.133847211
Millers Arms,Pubs,51.44100113,0.151807618
Traders,Pubs,51.44638144,0.154118683
Black Horse,Pubs,51.44535202,0.149939949
Miller & Carter,Pubs,51.44803113,0.160255399
Albany,Pubs,51.43628716,0.127758974
Kings Arms,Pubs,51.45694569,0.143460499
Carved,Pubs,51.45694569,0.143460499
Furze Wren,Pubs,51.45664518,0.14661322
Rose,Pubs,51.45696762,0.140784113
Brewers Fayre,Pubs,51.45519132,0.142025187
Marriott Hotel,Pubs,51.45506823,0.152181674
Prince Albert,Pubs,51.45547231,0.152704497
Twin Palace,Pubs,51.45547231,0.152704497
Frankie & Benny's,Pubs,51.45608879,0.149984183
Coach House,Pubs,51.45505741,0.15472893
Golden Lion,Pubs,51.45805256,0.135537557
Crook Log,Pubs,51.45896775,0.12724543
Danson Stables,Pubs,51.45576942,0.122605564
Royal Oak,Pubs,51.45213912,0.129388899
Celebrations @ Bexley,Pubs,51.45637743,0.136164625
Robin Hood & Little John,Pubs,51.45456449,0.135964753
Volunteer,Pubs,51.46034916,0.137818628
William Camden,Pubs,51.46220235,0.131858867
Jolly Millers,Pubs,51.45842235,0.152195639
Kentish Belle,Pubs,51.46432072,0.133066266
Yacht,Pubs,51.46597049,0.145654727
Traveller's Home,Pubs,51.4625545,0.151958345
Earl Haig,Pubs,51.47298833,0.140555628
Red Barn,Pubs,51.46570188,0.158326282
Bird & Barrel,Pubs,51.46570188,0.158326282
Ship,Pubs,51.48558205,0.172142539
Duchess Of Kent,Pubs,51.47415913,0.157141804
Brewer's Arms,Pubs,51.47230804,0.159991902
Running Horses,Pubs,51.48165793,0.181029391
Corner Pin,Pubs,51.47157272,0.19281659
Royal Oak,Pubs,51.47256109,0.16187581
Falcon,Pubs,51.4584671,0.080480438
Black Boy,Pubs,51.44500009,0.084789823
Meantime Brewery Tasting Rooms,Pubs,51.48943476,0.007978086
Pilot Inn,Pubs,51.49629829,0.010484323
Greenwich Yacht Club,Pubs,51.49544842,0.018601013
Beer Box,Pubs,51.50182348,0.003970155
All Bar One,Pubs,51.50182348,0.003970155
Angerstein Hotel,Pubs,51.48616169,0.016346638
Thai Tiger,Pubs,51.48642356,0.008421798
River Ale House,Pubs,51.48625774,0.014420785
George & Dragon,Pubs,51.47285709,-0.015040764
Old Rose & Crown,Pubs,51.47871264,-0.007686555
Belushi's,Pubs,51.47754598,-0.014721841
North Pole,Pubs,51.47754598,-0.014721841
Davy's Wine Vaults,Pubs,51.47754598,-0.014721841
Elements,Pubs,51.47754598,-0.014721841
Thyme,Pubs,51.47504529,-0.02053296
Guildford Arms,Pubs,51.47418128,-0.016236021
Bar 57,Pubs,51.47533305,-0.018403636
Mitre Hotel,Pubs,51.48017762,-0.009754105
Lost Hour,Pubs,51.47893717,-0.01137789
Graduate,Pubs,51.4732304,-0.015312538
Greenwich Union,Pubs,51.47653672,-0.009826325
Prince of Greenwich,Pubs,51.47653672,-0.009826325
Richard I,Pubs,51.47653672,-0.009826325
Morden Arms,Pubs,51.47617013,-0.011541542
Ashburnham Arms,Pubs,51.47581873,-0.016280128
Royal Standard,Pubs,51.48648534,0.003757744
Gipsy Moth,Pubs,51.48169849,-0.009817454
Spanish Galleon,Pubs,51.48169849,-0.009817454
Vanbrugh,Pubs,51.48366164,0.007436155
Sail Loft,Pubs,51.4829788,-0.014788158
Coach & Horses,Pubs,51.48147715,-0.008962973
Greenwich Tavern,Pubs,51.48039502,-0.007728388
Kings Arms,Pubs,51.48039502,-0.007728388
Old Brewery,Pubs,51.48277312,-0.009021698
Plume of Feathers,Pubs,51.48207248,-0.000612507
Yacht,Pubs,51.48467556,-0.003494387
Trafalgar Tavern,Pubs,51.48457123,-0.004233505
Star & Garter,Pubs,51.4842107,-0.000490093
Cutty Sark,Pubs,51.48650379,4.24E-05
Pelton Arms,Pubs,51.48678937,0.002806037
Gate Clock,Pubs,51.48165817,-0.012742845
Thirsty Dragon,Pubs,51.48485998,0.00414732
Crown,Pubs,51.48485998,0.00414732
Hardy's Free House,Pubs,51.48399637,0.001531316
Ship,Pubs,51.48106603,0.079478391
Volunteer,Pubs,51.48713909,0.092459549
Plume of Feathers,Pubs,51.48544945,0.100952525
Old Mill,Pubs,51.48151683,0.085994514
Who'd 'a' Thought It,Pubs,51.47888154,0.087026374
Fox & Hounds,Pubs,51.48230797,0.069769753
Bull,Pubs,51.46876242,0.070409159
Red Lion,Pubs,51.47069514,0.06024445
Lord Herbert,Pubs,51.47990261,0.069502394
Fox under the Hill,Pubs,51.47356648,0.041077494
George IV,Pubs,51.49046384,0.060617182
Albion,Pubs,51.49218762,0.048464157
St Clair's,Pubs,51.49319622,0.044778178
Greyhound,Pubs,51.49241384,0.055576547
Woolwich Equitable,Pubs,51.49035935,0.068593117
Ordnance,Pubs,51.49081035,0.069535496
Beefeater,Pubs,51.49295341,0.066319145
Anglesea Arms,Pubs,51.48842966,0.066849194
Taproom SE18,Pubs,51.49300795,0.070874
Guard House,Pubs,51.49226593,0.069097226
Dial Arch,Pubs,51.49226593,0.069097226
Earl of Chatham,Pubs,51.49054779,0.066066281
Castle Tavern,Pubs,51.49225363,0.063161364
Elephant & Castle,Pubs,51.49048226,0.068252951
Prince Albert (Rose's),Pubs,51.49288502,0.06356445
Great Harry,Pubs,51.48975817,0.066477136
Bull Tavern,Pubs,51.48946072,0.069575196
Melbourne Arms,Pubs,51.48395133,0.069901802
Lord Raglan,Pubs,51.48567328,0.073220694
Rose Inn,Pubs,51.48566028,0.08004758
Cutty Sark,Pubs,51.50706679,0.107048611
Birchwood,Pubs,51.49764283,0.114509399
Abbey Arms,Pubs,51.4903021,0.121127383
Royal Standard,Pubs,51.47693888,0.016645235
Charlton Park Rugby Football Club,Pubs,51.46589978,0.034630678
British Oak,Pubs,51.47621782,0.026132322
Sun in the Sands,Pubs,51.47538767,0.026815556
Rose of Denmark,Pubs,51.48722234,0.026807635
Anchor & Hope,Pubs,51.49360888,0.028791169
Royal Oak,Pubs,51.48786233,0.039166377
Bugle Horn,Pubs,51.48179522,0.037440865
White Swan,Pubs,51.48179522,0.037440865
Duke,Pubs,51.48158492,-0.021171325
Draughts,Pubs,51.45088536,0.05093255
Bankers Draft,Pubs,51.45051183,0.053261814
White Hart,Pubs,51.45112644,0.049489676
Rising Sun,Pubs,51.45096533,0.05867947
Long Pond,Pubs,51.45729043,0.059525505
Beehive,Pubs,51.43861016,0.07137595
Farmhouse,Pubs,51.42744388,0.058959503
Royal,Pubs,51.43921041,0.051056941
Park Tavern,Pubs,51.45004086,0.054478438
Eltham GPO,Pubs,51.44994589,0.053740157
Rusty Bucket,Pubs,51.45010965,0.052092365
Tudor Barn,Pubs,51.45793919,0.049708483
Pepper's Ghost,Pubs,51.57299318,-0.00874598
Lion & Key Hotel,Pubs,51.56427756,-0.011290931
Coach & Horses,Pubs,51.56100335,-0.010178601
Leyton Technical,Pubs,51.55931495,-0.008189271
William the Fourth,Pubs,51.57465249,-0.011141295
Signature Brewery Tap,Pubs,51.56425314,-0.022084503
Bootlaces,Pubs,51.57440018,-0.013764414
Drum,Pubs,51.57516032,-0.013514811
Hare & Hounds,Pubs,51.56914362,-0.027875386
Walnut Tree,Pubs,51.56952371,0.012227803
Sir Alfred Hitchcock Hotel,Pubs,51.57637297,0.011880716
Red Lion,Pubs,51.5685821,0.011551344
Birds,Pubs,51.5685821,0.011551344
North Star,Pubs,51.56979995,0.015515586
O'Neill's,Pubs,51.5702506,0.014409966
Bell,Pubs,51.56085163,0.008743209
Leytonstone Tavern,Pubs,51.55927649,0.012496856
Heathcote & Star,Pubs,51.56513416,0.002843133
Northcote Arms,Pubs,51.56046526,-0.0012717
Birkbeck Tavern,Pubs,51.55610664,0.000672209
Plough & Harrow,Pubs,51.55812975,0.006473774
Shepherd's Inn,Pubs,51.5594493,0.007137769
Leyton Star,Pubs,51.55450552,-0.005110421
Goose,Pubs,51.58378351,-0.019331596
Flowerpot,Pubs,51.58812652,-0.004461517
Duke's Head,Pubs,51.58812652,-0.004461517
Empire Lounge,Pubs,51.59321518,0.009289091
William Morris,Pubs,51.5911196,-0.0080841
Bell,Pubs,51.59011339,-0.01609708
"Mirth, Marvel & Maud",Pubs,51.58649918,-0.0203974
Victoria,Pubs,51.58649918,-0.0203974
Olde Rose & Crown,Pubs,51.58698368,-0.020333057
Dog & Duck,Pubs,51.59840443,-0.015043147
Wild Card Brewery Taproom,Pubs,51.59535389,-0.042219858
Warrant Officer,Pubs,51.59638278,-0.034912768
Prince Of Wales,Pubs,51.59323176,-0.036838976
Lord Palmerston,Pubs,51.58838306,-0.031893853
Chequers,Pubs,51.58382536,-0.025551379
Coppermill,Pubs,51.58011024,-0.040507247
Goergio's Sports Bar & Grill,Pubs,51.58097181,-0.033411752
Wild Card Brewery Barrel Room,Pubs,51.58389024,-0.008111232
Pillars Brewery Tap,Pubs,51.58389024,-0.008111232
Lord Raglan,Pubs,51.58178138,-0.003079316
Castle,Pubs,51.58072859,-0.010977296
Nag's Head,Pubs,51.58351247,-0.01075481
Queens Arms,Pubs,51.58255368,-0.013077239
Village,Pubs,51.58273737,-0.011712417
Bar One Twenty,Pubs,51.6333583,0.008736008
Mo-Bo's,Pubs,51.63389442,0.009988003
Essex House,Pubs,51.63389442,0.009988003
Queen Elizabeth,Pubs,51.62868803,0.016794432
Dovecote,Pubs,51.62289573,0.00846158
Larkshall,Pubs,51.61723477,-0.000224485
Greene Man,Pubs,51.62602281,-0.013606783
Bojangles Brasserie,Pubs,51.61804425,-0.017190899
King's Head,Pubs,51.63194756,-0.001874806
Royal Oak,Pubs,51.63453003,-0.010446147
Royal Forest Hotel,Pubs,51.63441196,0.017568639
Old Hall Tavern,Pubs,51.61676622,-0.028326371
Wishing Well,Pubs,51.61677859,-0.018921695
Kings Ford,Pubs,51.61599158,-0.017049253
RnR (Wine Bar),Pubs,51.61571647,-0.01779791
County Arms,Pubs,51.61265487,-0.017021369
Harvester,Pubs,51.61704832,-0.005649541
Wanstead Tap,Pubs,51.55541612,0.018918867
Holly Tree,Pubs,51.55576745,0.020449102
Pretty Decent Beer Co,Pubs,51.55617708,0.018072598
Royal Oak Pub & Kitchen,Pubs,51.60420481,0.002928901
County Hotel,Pubs,51.60332524,0.010717121
George Tavern,Pubs,51.51434628,-0.052885865
Peacock,Pubs,51.51585556,-0.046306659
Palm Tree,Pubs,51.52914953,-0.0389322
Urban Bar,Pubs,51.51932052,-0.057300611
Blind Beggar,Pubs,51.52001843,-0.057631259
Indo,Pubs,51.51775745,-0.066101984
Stable,Pubs,51.51673973,-0.067644126
Castle,Pubs,51.51481603,-0.069325423
Dog & Truck,Pubs,51.51315669,-0.066859033
Good Samaritan,Pubs,51.51733389,-0.06114719
Hungerford Arms,Pubs,51.51443515,-0.058243653
Thomas Neale,Pubs,51.51355448,-0.056652505
Dean Swift,Pubs,51.51374626,-0.055203075
Manor Arms,Pubs,51.51088097,-0.01567855
Greenwich Pensioner,Pubs,51.5097961,-0.010566479
Hope & Anchor,Pubs,51.51047805,-0.012597595
Ship,Pubs,51.48806131,-0.018600394
Great Eastern,Pubs,51.48873556,-0.006385013
Ferry House,Pubs,51.4864119,-0.012535993
George,Pubs,51.49570949,-0.011943972
Ledger Building,Pubs,51.50761933,-0.0238327
Sipping Room,Pubs,51.50751782,-0.02261219
Browns,Pubs,51.50751782,-0.02261219
Burger & Lobster,Pubs,51.50751782,-0.02261219
Merchant,Pubs,51.50591046,-0.021687529
Davy's,Pubs,51.50591046,-0.021687529
Limehouse,Pubs,51.50591046,-0.021687529
Pagination,Pubs,51.50518184,-0.021675881
Henry Addington,Pubs,51.50451369,-0.022050673
Slug & Lettuce,Pubs,51.50480489,-0.023853688
Parlour,Pubs,51.50493819,-0.019496146
Sports Bar & Grill,Pubs,51.50618532,-0.018260389
All Bar One,Pubs,51.5041547,-0.020495585
Brodieâs (Bar & Kitchen),Pubs,51.50570351,-0.02008257
BrewDog Canary Wharf,Pubs,51.50513102,-0.014415528
Rocket by Balls Brothers,Pubs,51.50513102,-0.014415528
Festival Inn,Pubs,51.51239093,-0.015627297
Callaghanns,Pubs,51.51296986,-0.014232949
George IV,Pubs,51.51201586,-0.011536184
Crown,Pubs,51.51155932,-0.02870626
Star Of The East,Pubs,51.51243922,-0.029158265
Craft Beer Co.,Pubs,51.51260585,-0.040176453
Queens Head,Pubs,51.51368052,-0.038833164
Old Ship,Pubs,51.51391328,-0.039846461
Prince Regent,Pubs,51.51421757,-0.036532864
Grapes,Pubs,51.50854664,-0.032986749
Narrow,Pubs,51.50854664,-0.032986749
Tooke Arms,Pubs,51.49813334,-0.025525611
28West,Pubs,51.50608934,-0.028034672
Gun,Pubs,51.50241521,-0.007530952
Pepper Saint Ontiod,Pubs,51.49639619,-0.017446314
Half Moon,Pubs,51.52221455,-0.045299154
Horn Of Plenty,Pubs,51.52241298,-0.046415049
Bancroft Arms,Pubs,51.52277361,-0.039999133
White Hart,Pubs,51.52056015,-0.054509012
Pride of Spitalfields,Pubs,51.51905982,-0.070371079
Carpenters Arms,Pubs,51.52301875,-0.055269096
Gun,Pubs,51.51893817,-0.076646432
English Restaurant,Pubs,51.51893817,-0.076646432
Water Poet,Pubs,51.52098164,-0.077324282
Grocer,Pubs,51.51981435,-0.076335622
Galvin Hop,Pubs,51.52020642,-0.078308316
Dirty Bones,Pubs,51.52419595,-0.074276801
BrewDog Shoreditch,Pubs,51.52423307,-0.073799508
Culpeper,Pubs,51.51633038,-0.072273765
Ten Bells,Pubs,51.51907791,-0.073656779
Golden Heart,Pubs,51.51991389,-0.074183653
Commercial Tavern,Pubs,51.52189519,-0.076002831
Montys Bar & Lounge,Pubs,51.5241176,-0.07169966
Bell,Pubs,51.51581631,-0.075466403
Tracks&records,Pubs,51.51687837,-0.076617941
Grapeshots,Pubs,51.51808705,-0.077388593
Bar Locks,Pubs,51.51558815,-0.069249517
White Hart,Pubs,51.51574527,-0.07114542
Goodman's Field,Pubs,51.51249151,-0.072882695
Princess Of Prussia,Pubs,51.51152609,-0.070502255
White Swan,Pubs,51.51361524,-0.071221035
Black Horse,Pubs,51.51291449,-0.070169722
Oliver Conquest,Pubs,51.51291449,-0.070169722
Brown Bear,Pubs,51.51255924,-0.069348833
Running Horse,Pubs,51.51365562,-0.069850131
Wilton's Music Hall Mahogany Bar,Pubs,51.51061305,-0.066937946
Sir Sydney Smith,Pubs,51.50990984,-0.068466514
Simmons,Pubs,51.51039285,-0.070492516
Artful Dodger,Pubs,51.51039285,-0.070492516
Leman Street Tavern,Pubs,51.51370648,-0.070208295
Bar & Block,Pubs,51.51395973,-0.069750792
Slug & Lettuce,Pubs,51.50679739,-0.072777239
Dickens Inn,Pubs,51.50644092,-0.070241664
Moretown Belle,Pubs,51.50729943,-0.06722238
Captain Kidd,Pubs,51.50302714,-0.060097788
Turk's Head,Pubs,51.50423359,-0.061271337
Town Of Ramsgate,Pubs,51.5033653,-0.062057495
Turner's Old Star,Pubs,51.5053621,-0.059364525
White Swan & Cuckoo,Pubs,51.50538247,-0.057879432
Prospect of Whitby,Pubs,51.50710313,-0.051018869
Marquis Of Cornwallis,Pubs,51.52625941,-0.064703568
Old George,Pubs,51.52716259,-0.059503995
Sun Tavern,Pubs,51.52716259,-0.059503995
Shakespeare,Pubs,51.52704423,-0.057245581
